"Unique ID	Part Number	Description	Type	Hrs Interval	Month	Qty	Spare qty	Price	Unit of Measure	Min	Median	Max",,
"UID-A-000251	109-960028-13	Clevis	Consumable				1	648.73	EACH	8177.305123	9587.451684	13024.25005",,
"UID-A-000254	110-330	ELT Antenna	Aircraft Part				1	175	EACH	6843.057234	10779.9093	13551.35722",,
"UID-A-000259	112-380022-21	""Actuator","NG""	Aircraft Part				1	14284.33	EACH	5323.595873	10572.4721	13896.61181",
"UID-A-000260	112412	Grommet	Consumable				1	20.12	EACH	7497.685137	9873.605393	11484.11153",,
"UID-A-000261	112413-4	Ball	Consumable				1	125	EACH	10299.06167	10979.99808	15856.56334",,
"UID-A-000268	114-110053-3	Door- wet Wing Access	Consumable				1	825	EACH	7043.762971	10915.49286	14510.83451",,
"UID-A-000269	114-380030-1	Gyro Horizon	Aircraft Part				1	  	EACH	4250.708956	8400.144234	11235.61431",,
"UID-A-000273	114-389039-23	Actuator Ice Vane	Aircraft Part				1	11105.37	EACH	10241.2426	10435.00454	11775.93497",,
"UID-A-000275	114-910029-71	Stud	Consumable				1	179.11	EACH	6081.996065	8199.282675	10484.02784",,
"UID-A-000277	115-384002-7	Coil-Evaporator (FWD)	Aircraft Part				1	2632.9	EACH	8019.150072	8579.492919	8843.588871",,
"UID-A-000282	117-910070-35	Hose Assy-Engine Deice	Consumable				1	1992.88	EACH	8470.419723	9117.791928	9546.065344",,
"UID-A-000286	122-384003-1	Rosemont Probe	Aircraft Part				1	4303.01	EACH	7084.664734	11141.22315	14110.29447",,
"UID-A-000288	123-C-STC-CTF-FB59	""Light Assy"," Emerg Exit""	Consumable				1	12024.73	EACH	8658.358217	9779.044755	9977.522795",
"UID-A-000289	129-384009-1	Switch Pressure	Consumable				2	861.17	EACH	6121.838547	8681.68836	9772.257584",,
"UID-A-000290	129-389000-1	Valve Assy- Crossfeed	Aircraft Part				1	8006.05	EACH	7057.551197	10601.89557	12281.28609",,
"UID-A-000291	129-521050-6001	Flap Actuator (I/B LH)	Aircraft Part				1	3184.34	EACH	9136.68005	11428.425	14091.94466",,
"UID-A-000292	129-521050-6002	Flap Actuator (I/B RH)	Aircraft Part				1	3322	EACH	10029.88007	10380.10951	11747.08553",,
"UID-A-000293	129-521051-6001	Flap Actuator (O/B LH)	Aircraft Part				1	5343.77	EACH	6364.077715	8427.741067	9505.010738",,
"UID-A-000294	129-521051-6002	Flap Actuator (O/B RH)	Aircraft Part				1	5343.77	EACH	7400.376991	11777.87822	14330.65529",,
"UID-A-000299	130-170032-45	Lens wing tip	Consumable				1	774.2	EACH	5517.465078	10488.30739	13857.60629",,
"UID-A-000300	130-170032-46	LENS WING TIP	Consumable				1	852.56	EACH	7382.909382	9352.320472	9874.497452",,
"UID-A-000303	130-364048-17	Module Assy-Annun Control	Aircraft Part				1	5729	EACH	5420.532797	8696.464913	12165.6737",,
"UID-A-000304	130-364048-9	Modukle Assy-Annunicator Control	Aircraft Part				1	6250	EACH	11591.42964	11802.63597	16797.85675",,
"UID-A-000305	130-364054-1	Module Assy-AC Power Monitor	Aircraft Part				1	4237.5	EACH	8513.568225	11424.26325	16793.38295",,
"UID-A-000307	130-364078-11	Module Assy-Ext Powr Monitor	Aircraft Part				2	2697.31	EACH	6493.30478	9596.306439	14053.65437",,
"UID-A-000310	130-380003-3	Transducer (Rudder Boost)	Aircraft Part				1	3185.02	EACH	6326.999454	8838.512009	12090.55086",,
"UID-A-000311	130-380039-3	Indicator-Airspeed	Aircraft Part				1	1965.07	EACH	4995.021317	9833.277217	10757.70613",,
"UID-A-000312	130-380041-9	Indicator-ITT	Aircraft Part				1	5283.88	EACH	8494.004218	10877.14331	12825.07562",,
"UID-A-000315	130-380045-9	Indicator-Oil Press and Temp	Aircraft Part				1	12472.94	EACH	7867.768146	9113.199961	10435.39716",,
"UID-A-000316	130-381001-1	Light (Recognition)	Consumable				1	228.74	EACH	6838.934598	9792.69866	13894.88886",,
"UID-A-000318	130440-3	Controller- Limiter	Consumable				1	11469.35	EACH	9897.849113	10034.91446	14344.74679",,
"UID-A-000321	130-524051-11	Actuator Assy- Rudder Trim	Aircraft Part				1	8619.64	EACH	7035.384558	9002.180672	11992.22208",,
"UID-A-000322	130-524052-13	""Actuator Assy-Elevator Trim"," LH""	Aircraft Part				1	3480	EACH	6202.034596	11876.72257	11939.6607",
"UID-A-000323	130-524052-15	""Actuator Assy-Elevator Trim"," RH""	Aircraft Part				1	8056.9	EACH	7684.187338	9518.318247	14220.45552",
"UID-A-000331	130909B22	Bolt	Consumable				1	1.5	EACH	5331.53236	8631.629455	12705.13443",,
"UID-A-000332	130909B31	Bolt	Consumable				1	1.5	EACH	9130.621384	9920.761999	11580.48232",,
"UID-A-000334	130909B39	Bolt	Consumable				1	0.68	EACH	6102.985633	11606.6513	14880.81171",,
"UID-A-000339	130-950001-29	""Exhaust stack (LH O/B"," RH I/B)""	Consumable				1	15752	EACH	6052.802613	9559.226653	9814.719729",
"UID-A-000340	130-950001-31	""Exhaust stack (RH O/B"," LH I/B)""	Consumable				1	16169.09	EACH	6485.164598	10625.68663	15806.9578",
"UID-A-000346	131765-2F	Rod-End	Consumable				1	75	EACH	5282.876736	10118.65163	14658.49669",,
"UID-A-000364	14SF-**	Propeller Assy	Aircraft Part				1	  	EACH	9374.626634	10740.47016	16062.20192",,
"UID-A-000369	15795-4002-3	Cable Assy Seat	Consumable				2	90.61	EACH	7017.787596	8106.562153	10171.57205",,
"UID-A-000373	160-012-60	Breaker-Circuit LG	Consumable				1	361.66	EACH	5606.382041	10940.24915	11903.21621",,
"UID-A-000397	1EN564-2B	""Switch-Position Sence"," Ice""	Consumable				1	235	EACH	5335.996155	10217.18658	12468.85899",
"UID-A-000404	20022?0000?0101	fuel probe	Aircraft Part				1	4836.4	EACH	6430.882867	8929.196138	10243.60056",,
"UID-A-000405	20022?0000?0102	fuel probe	Aircraft Part				1	4836.4	EACH	8588.950939	10047.67218	13530.79683",,
"UID-A-000406	20022?0000?0103	fuel probe	Aircraft Part				1	4836.4	EACH	8953.379194	9600.132371	10142.58727",,
"UID-A-000407	20022?0000?0104	fuel probe	Aircraft Part				1	4836.4	EACH	7865.909711	11130.41912	15095.34639",,
"UID-A-000408	20022?0000?0105	fuel probe	Aircraft Part				1	4836.4	EACH	9447.896069	9622.746481	11873.7289",,
"UID-A-000409	20022?0000?0106	fuel probe	Aircraft Part				1	4836.4	EACH	6387.81391	10110.93391	11887.28609",,
"UID-A-000410	20067?0000?0101	outboard fuel probe ext range	Aircraft Part				1	10689.8	EACH	11208.30079	11303.32372	15568.10833",,
"UID-A-000411	20068?0000?0101	inbd fuel probe ext range	Aircraft Part				1	8870.5	EACH	5905.448379	10383.10061	14074.1256",,
"UID-A-000414	206684C	Gasket (Prop governor)	Consumable				1	4.23	EACH	9236.72789	10628.91201	14395.88833",,
"UID-A-000423	2244000-511	FDAU	Consumable				1	  	EACH	7374.243673	11379.72261	13573.34378",,
"UID-A-000440	2810108?102	fuel ejector pump	Aircraft Part				1	6158.5	EACH	6999.905975	10742.75805	11617.42407",,
"UID-A-000441	2860057?101	ejector pump	Aircraft Part				1	18306	EACH	6755.957619	11129.39475	12391.51345",,
"UID-A-000461	2TP16?70	aileron trim switch	Consumable				1	78.95	EACH	4599.722085	9184.605683	10515.31168",,
"UID-A-000462	3001-01-111-4	Accelerometer	Consumable				2	12495.5	EACH	5627.802667	8908.87438	10342.05511",,
"UID-A-000487	30300-1410	""Brushes"," Starter Gen""	Consumable				4	155.15	EACH	6349.003223	10054.89348	11493.05371",
"UID-A-000496	3039937	""Gasket"," (fuel pump)""	Consumable				1	7	EACH	5341.131314	9702.796362	12583.70315",
"UID-A-000497	3040760 B	Pump Fuel - Argo Tech	Aircraft Part				1	13383.08	EACH	4448.185566	8277.734557	11439.89073",,
"UID-A-000498	3045951-02	Chip Detector	Consumable				1	750	EACH	7176.473403	10663.37715	10951.85744",,
"UID-A-000502	3059779-01	""Filter Fuel"," HP""	Consumable				1	35.54	EACH	5790.080436	8056.72843	8549.451086",
"UID-A-000505	3072234-01	""Screen"," Air Inlet""	Consumable				1	975	EACH	5523.438757	9891.482007	11485.19775",
"UID-A-000507	3075805-01	""Strip"," Felt""	Consumable				2	18.76	EACH	7728.479182	10595.86171	11683.77548",
"UID-A-000520	3106	Bushing	Consumable				1	1.5	EACH	8041.333679	11529.31095	15410.89537",,
"UID-A-000525	3114660-01	""Seal ", Plain," Propeller Shaft""	Consumable				2	588.95	EACH	9679.402214	9823.431438	13269.44379"
"UID-A-000526	3116677-01	Gasket- Prop Shaft	Consumable				2	49	EACH	5700.004773	8600.078968	8982.179748",,
"UID-A-000527	3116678-01	Gasket Split (prop shaft)	Consumable				1	36.57	EACH	7639.095214	11439.77333	14362.02402",,
"UID-A-000562	36-920022-1	Spacer	Consumable				1	11.56	EACH	5891.386467	10815.94241	14796.88593",,
"UID-A-000570	39?671	antiskid control valve	Aircraft Part				1	16724	EACH	8527.960824	11780.14579	15692.66951",,
"UID-A-000580	42182-10	Seat track lock	Consumable				2	73.85	EACH	9847.138484	10741.64851	13861.29353",,
"UID-A-000583	4349?150?80?10	rudder trim ind	Aircraft Part				1	  	EACH	9525.231696	9859.78455	9978.399088",,
"UID-A-000584	4350?150?80?10	aileron trim ind	Aircraft Part				1	4704.31	EACH	8780.639905	11078.0555	14088.22371",,
"UID-A-000585	4426X-2	radome	Aircraft Part				1	8256.6	EACH	4362.050312	8667.004338	9629.843728",,
"UID-A-000586	4428?150?80?11	flap position ind	Aircraft Part				1	10813	EACH	6727.489461	9677.756994	9972.590537",,
"UID-A-000587	443461-6N	Switch-voltmeter Bus Select	Aircraft Part				1	427.31	EACH	9185.317476	11970.76079	16888.89035",,
"UID-A-000588	444EN49-6	Switch safety (MLG/squat sw)	Consumable				1	339.24	EACH	6837.759115	11924.60395	13888.37195",,
"UID-A-000603	473054	Smoke Detector	Aircraft Part				1	35	EACH	9592.576874	11720.73196	15502.81668",,
"UID-A-000615	50-110002-134	Door-LH Lower Wing Fuel Bag Access	Consumable				1	320	EACH	6834.784354	10850.27412	16217.74521",,
"UID-A-000616	50-110002-135	Door-RH lower Wing Fuel Bag Acess	Consumable				1	235	EACH	4431.539982	8541.131075	10508.85587",,
"UID-A-000617	50-110023-42	Door-LH Only Aileron Access Bellcrank	Consumable				1	195	EACH	8143.09943	10342.9523	11169.15091",,
"UID-A-000618	50-110023-44	Door-Lower Wing Access	Consumable				1	112.33	EACH	6402.976388	10084.10218	14603.71756",,
"UID-A-000619	50-110023-6	Door-LWR wing Access	Consumable				1	93.33	EACH	5693.334381	11295.82234	15318.67461",,
"UID-A-000620	50-110074-5	Door-LH LWR Fuel Access	Consumable				1	150	EACH	5807.491556	8181.181293	8804.209473",,
"UID-A-000621	50-110074-6	Door-RH LWR Fuel Access	Consumable				1	150	EACH	8631.14063	10651.12899	11472.71914",,
"UID-A-000622	501-1128-04	Emergency Power Supply	Consumable				1	2800	EACH	5908.582774	10437.75467	14770.16387",,
"UID-A-000624	501-1826-01	Magnetometer	Aircraft Part				1	6195.73	EACH	8146.694494	11699.06154	14782.23306",,
"UID-A-000632	502098-401-1028	Reel Assy- Inertia	Consumable				1	533.87	EACH	7258.135177	8189.986608	11124.80477",,
"UID-A-000633	502730-409-1028	Restraint	Consumable				1	  	EACH	7203.115353	11813.22863	12430.17906",,
"UID-A-000636	50-364314-71	Switch Assy- Flap Position	Aircraft Part				1	4463.5	EACH	9031.091085	9156.385191	9890.858066",,
"UID-A-000637	50-364445-1	Switch-Temp Sensor	Consumable				1	2135	EACH	9387.970467	10925.76347	11823.39089",,
"UID-A-000638	50-380048-1	""Relay"," K1""	Consumable				2	453.2	EACH	9976.168119	11391.67304	15161.13819",
"UID-A-000639	50-384040-3	""Tube Pitot"," LH""	Consumable				1	2561.58	EACH	6125.936286	10754.17255	14786.94965",
"UID-A-000640	50-384040-5	""Tube Pitot"," RH""	Consumable				1	2359.35	EACH	5599.636664	10543.72119	13171.12546",
"UID-A-000642	50-384082-1	""Blade Assy"," WS""	Consumable				2	633.73	EACH	8058.341624	8108.54961	8642.391198",
"UID-A-000643	50-389034-19	Cell Assy-LH Inbd	Aircraft Part				1	2395.6	EACH	7135.370328	8670.025716	12342.49514",,
"UID-A-000644	50-389034-20	Cell Assy-RH Inbd	Aircraft Part				1	2395.6	EACH	9667.146513	11041.79494	15209.30934",,
"UID-A-000646	50-389110	Filter Assy Fuel  (Fire Wall)	Consumable				1	961.84	EACH	4802.503784	9509.33756	12667.2092",,
"UID-A-000658	50-430061-27	Seal Assy-AS Door	Consumable				1	800	EACH	7997.970359	11163.46827	14834.9668",,
"UID-A-000659	50-524478-15	Spring	Consumable				1	202.63	EACH	6671.730618	8598.486117	9095.785825",,
"UID-A-000660	50-560019-19	Door Assy- O2 service	Consumable				1	904.88	EACH	5758.164199	8613.898993	10081.09092",,
"UID-A-000661	5062-1	obs jack panel	Consumable				1	500	EACH	9506.487888	10295.67586	10936.52403",,
"UID-A-000662	5063-1	jack panel	Consumable				1	999	EACH	4443.919666	8268.416337	8447.69502",,
"UID-A-000665	50-820221-15	Cam Assy NG Door LH	Consumable				1	317.99	EACH	10855.0792	11814.61981	11844.65747",,
"UID-A-000666	50-820221-16	CamAssy NG Door RH	Consumable				1	293.43	EACH	5184.776847	9308.259846	11520.13463",,
"UID-A-000667	50-820240	Fitting-NG Steering	Consumable				1	311.29	EACH	10477.74215	10639.31937	15895.02684",,
"UID-A-000668	50-820241-1	Link (NG) Door	Consumable				1	393.11	EACH	5635.810134	10040.12918	11388.6527",,
"UID-A-000669	50-820241-7	Link( NG) Door	Consumable				1	250	EACH	4901.879393	8458.278375	10756.59574",,
"UID-A-000671	50-910276	Cam-Fastener Adjustment	Consumable				1	175	EACH	7624.020831	8550.006442	10522.45772",,
"UID-A-000676	50-944073-15	Bolt-U	Consumable				1	134.02	EACH	7714.198742	11099.69586	14723.62107",,
"UID-A-000679	51538-001A	Generator Control Panel	Aircraft Part				1	7910	EACH	8936.732009	11414.52335	15990.27767",,
"UID-A-000682	520-3137-317	RMI	Aircraft Part				1	7095	EACH	6819.157151	10023.45245	13005.75261",,
"UID-A-000685	522778	DC monitor panel	Aircraft Part				1	743.16	EACH	6723.28052	8853.627057	12727.94014",,
"UID-A-000686	522808	AC monitor panel	Consumable				1	55.74	EACH	8309.984588	11072.90815	16342.01488",,
"UID-A-000690	52725	Chain	Consumable				1	1823.43	EACH	9575.433962	11193.44332	15260.33534",,
"UID-A-000692	5289-1	control panel	Aircraft Part				1	7.49	EACH	7821.542016	11318.82411	15874.75393",,
"UID-A-000695	5427?115?80?10	hyd press indicator	Consumable				2	2500	EACH	9462.80715	9765.109523	12979.65015",,
"UID-A-000696	5427?116?80?10	deice press indicator	Aircraft Part				1	8500	EACH	6411.829324	10859.50069	13350.09407",,
"UID-A-000697	5427?361?80?10	Oil press/temp indicator	Aircraft Part				1	  	EACH	5438.96535	10769.10071	14349.33539",,
"UID-A-000698	5428?150?80?10	brake press ind	Consumable				1	  	EACH	6600.315214	8645.014546	12177.82595",,
"UID-A-000703	570383	switch-Pressure	Consumable				1	65.54	EACH	5307.190384	9596.85125	10903.69704",,
"UID-A-000706	591863-1	Diode module	Consumable				2	300.14	EACH	7109.55545	8777.750626	10628.77906",,
"UID-A-000708	6041H190	""Relay"," Start""	Consumable				1	236.19	EACH	7364.631448	10927.24904	13462.90413",
"UID-A-000709	6041H228	""Relay"," Battery""	Consumable				1	286.17	EACH	5831.529625	9184.445909	12390.46206",
"UID-A-000710	6041H279	""Relay"," External Pwr""	Consumable				1	525.94	EACH	5818.993511	8532.378721	12657.63296",
"UID-A-000715	622-5027-101	Rudder Servo	Aircraft Part				1	25556.25	EACH	9630.196572	9891.695831	10320.99674",,
"UID-A-000734	6504	Fire Det Control Unit	Aircraft Part				1	73.64	EACH	11916.67993	11959.03416	16427.96766",,
"UID-A-000760	710C4X	Valve-Filter Drain	Consumable				1	1826.48	EACH	7897.206931	9900.873166	11513.62174",,
"UID-A-000763	7274  2   1/2	Circuir Breaker	Consumable				1	91.79	EACH	6383.127235	10304.47935	10611.87087",,
"UID-A-000764	7274  2  10	Circuit Breaker	Consumable				1	15	EACH	9707.992748	10740.71888	14133.99863",,
"UID-A-000765	7274  2  15	Circuit Breaker	Consumable				1	15	EACH	6775.884562	10365.37122	13060.72204",,
"UID-A-000766	7274  2  3	Circuit Breaker	Consumable				1	15	EACH	10662.36945	11602.78525	14850.76505",,
"UID-A-000767	7274  2  5	Circuit Breaker	Consumable				1	15	EACH	8274.949755	8764.712292	12293.25709",,
"UID-A-000769	740D11-24	Jumper-Bonding	Consumable				2	201.11	EACH	8585.074544	11590.90999	17156.58641",,
"UID-A-000774	748001?1	fuel SOV switch (t-handle)	Aircraft Part				1	8452.4	EACH	6984.055312	9203.464018	9698.299988",,
"UID-A-000782	7607-3-000	Acceleration switch	Consumable				1	125.43	EACH	6132.11147	8567.774254	12136.87034",,
"UID-A-000783	76575-4	Pressure Switch	Consumable				1	125	EACH	5740.647284	9927.60343	10793.15005",,
"UID-A-000800	7G774	fuel press switch	Consumable				1	1443.45	EACH	10473.08707	11683.17995	15188.01954",,
"UID-A-000809	80?0535?35	caution panel assy	Aircraft Part				1	81620	EACH	8599.285577	8639.796087	9345.04332",,
"UID-A-000815	805-11900-001	Skywatch Computer	Aircraft Part				1	7036.69	EACH	4200.653319	8187.905741	11673.46322",,
"UID-A-000816	811B24	Clock	Consumable				1	540.49	EACH	5816.611629	8383.491437	11606.93379",,
"UID-A-000822	822-0615-002	ALT-4000	Aircraft Part				1	  	EACH	6737.408916	10059.00047	14138.04908",,
"UID-A-000824	822-0883-018	FMC-3000	Aircraft Part				2	  	EACH	7510.168118	11000.66326	12043.12969",,
"UID-A-000826	82210040-001	AP Disengage panel	Aircraft Part				1	1485	EACH	7940.802624	9177.681875	13478.91899",,
"UID-A-000829	822-1108-032	FGC-3000	Aircraft Part				2	5500	EACH	6924.081017	11086.24656	13062.83468",,
"UID-A-000835	822-1134-061	DCP-3000	Aircraft Part				2	12543	EACH	10344.13314	11894.395	16574.76335",,
"UID-A-000838	822-1168-001	Elevator Servo	Aircraft Part				1	14339.7	EACH	8965.866654	11410.8134	14720.82413",,
"UID-A-000839	822-1168-003	Elevator Trim Servo	Aircraft Part				2	7062.5	EACH	7993.925809	8279.691999	11776.94399",,
"UID-A-000841	822-1200-002	External Compensator Unit	Aircraft Part				1	1448	EACH	7927.493187	8323.067223	10290.47945",,
"UID-A-000844	822-1361-601	IOC-3100	Aircraft Part				2	9240	EACH	4516.473569	8875.186772	10279.22146",,
"UID-A-000845	822-1363-002	CSU-3100	Aircraft Part				1	6754	EACH	8637.995363	11159.81345	16635.09359",,
"UID-A-000846	822-1377-001	GPS-4000A	Aircraft Part				2	20896.74	EACH	4990.003895	8204.492828	10842.74961",,
"UID-A-000848	822-1466-001	DME-4000	Aircraft Part				1	23320	EACH	5168.948351	10243.73479	11816.32362",,
"UID-A-000849	822-1468-101	VHF4000	Aircraft Part				2	20000	EACH	10635.41565	11735.88274	16112.02672",,
"UID-A-000858	826-041	Valve-Expansion	Consumable				1	50	EACH	10945.62467	11942.09727	13707.32201",,
"UID-A-000868	843787	red discharge disk	Consumable				1	2354.1	EACH	9226.06508	10000.6979	14594.2818",,
"UID-A-000869	843969	yellow dischsarge disk	Consumable				1	2894.37	EACH	4443.649191	8608.415567	12415.00183",,
"UID-A-000886	8TJ143WAA1	fuel float switch	Aircraft Part				1	13.47	EACH	6940.872612	11419.90688	16533.99683",,
"UID-A-000892	90-380001-23	Brake Master Cylinder	Aircraft Part				1	637.6	EACH	9135.536396	10078.89096	12711.80364",,
"UID-A-000895	90-43701-1	Light Assy- Annunciator-AFX	Aircraft Part				1	2006.88	EACH	5924.75658	8573.707526	11399.03145",,
"UID-A-000896	91-380003-5	Fuel Boost Pump	Aircraft Part				1	20456	EACH	5361.936576	9767.069677	11895.90147",,
"UID-A-000899	965-1206-010	EGPWS Computer	Aircraft Part				1	104256.53	EACH	7132.123604	8450.601183	10257.88781",,
"UID-A-000900	97-380001-1	Sleeve ( Duct Instl)	Consumable				3	11.98	EACH	4376.16244	8485.086163	10241.81997",,
"UID-A-000902	97-820000-17	Shim	Consumable				2	35	EACH	9053.193628	11552.67439	12796.17955",,
"UID-A-000909	99-388007-3	Sensor-Liquid level	Consumable				1	3240.87	EACH	5367.213336	10680.43322	13173.34825",,
"UID-A-000912	A213796	Prop Schrophaser Control box	Aircraft Part				1	5184.31	EACH	8872.074217	10590.35878	12841.48405",,
"UID-A-000924	ACH35	Limiter-Circuit Breaker	Consumable				1	175	EACH	6974.591924	11656.09148	13164.24322",,
"UID-A-000927	ACH60	Limiter-Triple Bus	Consumable				1	175	EACH	5776.538066	9068.733546	11388.04848",,
"UID-A-000961	AN5786-1	Transmitter - Flap Pos.	Aircraft Part				1	1909.7	EACH	10860.20411	11195.02771	13429.25837",,
"UID-A-000962	AN6227-17	Packing	Consumable				2	0.4	EACH	8134.286389	10028.79464	15010.33742",,
"UID-A-000967	AN742-4	Clamp	Consumable				1	0.15	EACH	9830.853535	11681.10576	13365.72491",,
"UID-A-000982	ANL-M150	Limiter-Generator	Consumable				1	95	EACH	5299.015254	9650.861918	11041.08346",,
"UID-A-000983	ANL-M250	Limiter-Generator Bus Tie	Consumable				1	95	EACH	6210.634671	9207.297186	11544.81966",,
"UID-A-001030	B1400-48	Hook and Cam Assy	Consumable				1	19.95	EACH	9412.105808	10286.00397	11469.68953",,
"UID-A-001039	BBDREF001940191	Inverter	Aircraft Part				1	  	EACH	7533.662957	10922.44664	13708.38767",,
"UID-A-001067	CCA3400	Valve -Drain	Consumable				1	12.61	EACH	8587.840849	9540.685873	13683.80007",,
"UID-A-001068	CCA4850	Valve-Drain Strainer	Consumable				1	15.03	EACH	5391.82467	8699.791729	11679.91752",,
"UID-A-001088	D9-55-1	""Element"," Filter""	Consumable				4	567.63	EACH	9637.805317	10339.87085	12538.26479",
"UID-A-001147	H188C	PFCS indicator	Aircraft Part				1	56273.8	EACH	6935.754924	8962.959254	10948.75765",,
"UID-A-001149	H5000-2-051-051	Latch Assy-Oil Filler Door	Consumable				1	26.57	EACH	8355.420967	11360.74322	14963.15281",,
"UID-A-001169	JS5	Actuator-Ground Idle Dropout Switch	Consumable				1	35	EACH	6564.793108	10248.07656	12879.50955",,
"UID-A-001170	JS54	Actuator-Auto Feather Switch	Consumable				1	12.93	EACH	9337.379724	11217.25473	14034.2583",,
"UID-A-001171	JV5	Actuator-Switch	Consumable				1	4.05	EACH	9140.647079	10228.79326	13788.07173",,
"UID-A-001174	LA11A2118	aileron trim actuator	Aircraft Part				1	8954	EACH	6438.684214	9829.528169	13952.77218",,
"UID-A-001176	LM431–SA32	Top front engine mount	Aircraft Part				1	10889	EACH	8556.385389	9597.3043	12272.08692",,
"UID-A-001177	LM431SA36	Front side engine mount	Aircraft Part				2	10989	EACH	7685.094406	9159.813845	11883.12184",,
"UID-A-001178	LM431–SA50	Torque tube assy	Aircraft Part				1	  	EACH	7708.87234	8266.033041	9899.542133",,
"UID-A-001203	M83248/1-113	Packing	Consumable				10	1.5	EACH	5081.571888	8337.42964	10071.55163",,
"UID-A-001232	MS16624-1087	Ring-Retainer	Consumable				1	0.48	EACH	6423.299956	8225.150535	9739.515834",,
"UID-A-001234	MS20201KP4A	Bearing- Solenoid Support	Consumable				1	80	EACH	6787.008876	9641.432307	9667.105833",,
"UID-A-001260	MS24166D1	""Relay"," Main Pow Dist Pan""	Consumable				2	152.76	EACH	8373.56948	9076.686418	13319.97117",
"UID-A-001262	MS24184D1	""Relay"," Ldg Gear Pwr""	Consumable				1	994.52	EACH	7934.558289	8797.648905	10856.06322",
"UID-A-001267	MS24659-21A	Switch-Fuel Cross Feed	Consumable				1	35	EACH	5143.624009	9280.063086	11774.47703",,
"UID-A-000424	23085-001	LH Starter/Gen	Aircraft Part	1000			2	#N/A	#N/A	6137.754612	8728.751244	9356.40608",,
"UID-A-001303	MS25085-1	Switch-auto Feathering and GN Idle	Consumable				1	8.44	EACH	6872.853277	9083.605727	11815.7334",,
"UID-A-001307	MS25253-4	Switch	Consumable				1	53	EACH	9530.74766	11000.42579	12144.63863",,
"UID-A-001309	MS26574-10	Circuit Breaker	Consumable				1	75	EACH	5596.05192	8496.142747	10342.99212",,
"UID-A-001310	MS26574-5	Circuit Breaker	Consumable				1	23.61	EACH	8133.831866	8154.993286	10209.92669",,
"UID-A-001113	E28180-10	Portable Breathing Equipment (PBE)	Consumable				1	5975	Each	4829.139579	9347.351728	10415.38779",,
"UID-A-001412	NAS1149F0463F	Washer	Consumable				1	0.49	EACH	5071.838132	9398.720027	13410.12733",,
"UID-A-001420	NAS1201C10A12B	Chain Assy	Consumable				1	6.94	EACH	9010.319918	9647.666113	10565.97323",,
"UID-A-001446	NAS43HT3-8	Spacer	Consumable				1	1.5	EACH	9243.037012	9988.711195	12533.66012",,
"UID-A-001450	NAS75-4-006	Bushing	Consumable				1	2.59	EACH	5008.953734	9972.990337	10614.03611",,
"UID-A-001451	NAS75-4-008	""Bushing"," MLG Door Act""	Consumable				1	0.86	EACH	4667.704439	8833.458859	13113.38643",
"UID-A-001474	PH1100-1DH	Pitot tube	Consumable				1	5272.11	EACH	7025.89887	8682.009654	11232.90077",,
"UID-A-001486	PU90461S	Lav Smoke Det	Aircraft Part				1	2882	EACH	8073.075997	10802.42386	15946.91573",,
"UID-A-001508	RA1039C	Clip	Consumable				1	1.47	EACH	8210.434489	8222.1658	9993.215496",,
"UID-A-001510	REB-3N2	Rod-End	Consumable				1	33	EACH	10010.80752	11849.43261	17118.02555",,
"UID-A-001520	RR18	DC-DC Converter	Aircraft Part				3	2605	EACH	4963.133093	9683.846488	10829.19654",,
"UID-A-001536	S67-2002	rad alt antenna	Aircraft Part				1	643.5	EACH	5221.967977	10194.21513	13065.57713",,
"UID-A-001537	S67-2002-14	Rad Alt Antenna	Aircraft Part				2	1070	EACH	8904.468153	9367.561464	12122.02195",,
"UID-A-001550	SM400D5	""Relay"," Line Contactor""	Consumable				1	367.26	EACH	6166.206534	8972.344595	11288.77282",
"UID-A-001551	SM600BA50N1	Circuir Breaker-Remote	Consumable				1	1175	EACH	7017.634264	10794.46358	13860.02746",,
"UID-A-001554	SRDL0C12F	hyd qty indicator	Consumable				1	4250	EACH	8796.527117	9867.085442	12859.00929",,
"UID-A-001563	T4053	Speaker	Consumable				1	65.03	EACH	7696.976684	9239.438739	13672.29345",,
"UID-A-001606	U-700413-123	Seal (flow control)	Consumable				1	52.64	EACH	7813.471356	10588.35015	10722.61341",,
"UID-A-001607	V3-1	Switch	Consumable				1	6.12	EACH	4692.703253	8877.444295	10956.2316",,
"UID-A-000664	50-820004-3	Damper Assy - Nose Gear	Aircraft Part				1	3853.12	EACH	9815.186991	9851.370045	12728.8648",,
"UID-A-000721	622-6590-002	CAD-62	Aircraft Part				1	2299	EACH	5026.559351	8419.115223	12260.20741",,
"UID-B-000006	114-389030-3	Fuel Flow Transmitter	Aircraft Part				1	19808	EACH	7185.739744	10341.47819	11610.31093",,
"UID-B-000010	117-344038-11	Junction Box Assembly-Audio Receive	Aircraft Part				1	78238.56	EACH	9669.054149	10938.88053	13517.70942",,
"UID-B-000013	101-430142-53	Bond Assem Airstai      Door Struct	Aircraft Part				1	31689.53	EACH	8373.71655	10279.41197	15108.95813",,
"UID-B-000014	101-388005-21	Power Pack Assembly	Aircraft Part				1	20150	EACH	8000.679782	10591.24001	14738.57456",,
"UID-B-000015	3192-30-111102	Fms Uns Nav Computer Unit	Aircraft Part				1	50820	EACH	11551.21348	11755.4485	14332.11689",,
